Company,Street,City,State,Zip,EstNumber,GrantDate
harker meats,27191 State Highway74,Washington,OK,73093,P47214,12/09/2021
harlon's la fish,606 Short Street,Kenner,LA,70062,M45915,02/12/2017
harmon brothers meats,425 Ambrose Rd,Warsaw,KY,41095,M7356,10/18/2021
harmon brothers meats,425 Ambrose Rd,Warsaw,KY,41095,P7356,10/18/2021
harmon brothers meats,425 Ambrose Rd,Warsaw,KY,41095,V7356,10/18/2021
harrington's in vermont,210 East Main Street,Richmond,VT,05477,M5240,12/12/2003
harrington's in vermont,210 East Main Street,Richmond,VT,05477,P5240,12/12/2003
harris country meats,480 Twin Barnes Rd,Greeneville,TN,37743,M20686,09/06/2005
harris country meats,480 Twin Barnes Rd,Greeneville,TN,37743,V20686,09/06/2005
harris ranch beef,16277 S McCall Ave.,Selma,CA,93662,M783,08/23/2019
harris ranch beef,16277 S McCall Ave.,Selma,CA,93662,P783,08/23/2019
harris ranch beef,16277 S McCall Ave.,Selma,CA,93662,V783,08/23/2019
harrison poultry,2410 Tech Center Parkway,Lawrenceville,GA,30043,V47212,04/30/2020
harrison poultry,107 Star Street,Bethlehem,GA,30620,P910,11/02/2017
harrison's poultry farm,1201 Waukegan Rd.,Glenview,IL,60025,P45839,06/26/2017
harry's frozen food,211 Main St.,Elrosa,MN,56325,M17311,12/12/2002
harry's frozen food,211 Main St.,Elrosa,MN,56325,P17311,12/12/2002
hart food products,14905 Paramount Blvd.,Paramount,CA,90723,M40026,07/13/2020
hart food products,14905 Paramount Blvd.,Paramount,CA,90723,P40026,07/13/2020
hartford west indian bakery,801 Windsor St,Hartford,CT,06120,M4691,06/02/1998
hartford west indian bakery,801 Windsor St,Hartford,CT,06120,P4691,06/02/1998
hartland abattoir,7968 Ridge Road,Gasport,NY,14067,M46707,07/07/2014
hartland abattoir,7968 Ridge Road,Gasport,NY,14067,P46707,07/07/2014
hartman enterprises,2430A Schuster Dr.,Hyattsville,MD,20781,M6507,03/07/2018
hartman enterprises,2430A Schuster Dr.,Hyattsville,MD,20781,P6507,03/07/2018
harvest farms,45000 N. Yucca Ave.,Lancaster,CA,93534,M18252,08/27/2004
harvest farms,45000 N. Yucca Ave.,Lancaster,CA,93534,P18252,08/27/2004
harvest food group,4412 W. 44th St.,Chicago,IL,60632,M34722,08/13/2010
harvest food group,4412 W. 44th St.,Chicago,IL,60632,P34457,08/13/2010
harvest food products,710 Sandoval Way,Hayward,CA,94544,M11057,11/03/2005
harvest food products,710 Sandoval Way,Hayward,CA,94544,P7095,11/03/2005
harvest group,318 General Colin Powell Pkwy,Phenix City,AL,36869,M18344,09/19/2018
harvest group,318 General Colin Powell Pkwy,Phenix City,AL,36869,P18344,09/19/2018
harvest house farms,506 North  Nugent Street,Johnson City,TX,78636,M21285,06/19/2000
harvest house farms,506 North  Nugent Street,Johnson City,TX,78636,P21285,06/19/2000
harvest kitchen,4175 Whitmore Lake Rd.,Ann Arbor,MI,48105,M45693,08/29/2018
harvest kitchen,4175 Whitmore Lake Rd.,Ann Arbor,MI,48105,P45693,08/29/2018
harvest select seafood,1301 Pinson Street,Birmingham,AL,35217,M47651,07/08/2021
harvest water cooper,120 S Pennysylvania Ave,San Bernardino,CA,92410,M4122,06/30/2021
harvest water cooper,120 S Pennysylvania Ave,San Bernardino,CA,92410,P4122,06/30/2021
harvesters,3801 Topping Ave,Kansas City,MO,64129,M46316,02/01/2018
harvesters,3801 Topping Ave,Kansas City,MO,64129,P46316,02/01/2018
harvin choice meats,300 McCray's Mill Road,Sumter,SC,29150,M6592,07/15/2008
harvin choice meats,300 McCray's Mill Road,Sumter,SC,29150,P6592,07/15/2008
hastings foods,3317 Island Circle,Grand Island,NE,68803,M5674,09/20/2005
hastings foods,3317 Island Circle,Grand Island,NE,68803,P5674,09/20/2005
hastings foods,3321 Island Circle,Grand Island,NE,68803,M34591,02/11/2008
hastings foods,3321 Island Circle,Grand Island,NE,68803,P34591,02/11/2008
hatch butchery,2601 Maury St.,Richmond,VA,23224,M47317,07/10/2020
hatch butchery,2601 Maury St.,Richmond,VA,23224,P47317,07/10/2020
hatcher poultry & egg,610 Washington Street,Wichita Falls,TX,76306,P2227,01/27/2000
hato rey meat packing,Guayama Street #153,Hato Rey,PR,00917,M20535,03/14/2006
hato rey meat packing,Guayama Street #153,Hato Rey,PR,00917,P20535,03/14/2006
hausman foods,4261 Beacon Street,Corpus Christi,TX,78405,M7190,10/30/2018
hausman foods,4261 Beacon Street,Corpus Christi,TX,78405,P7190,10/30/2018
kashawa,101 E. Laurel Street,Colton,CA,92324,M990,05/09/2014
kashawa,101 E. Laurel Street,Colton,CA,92324,P990,05/09/2014
hawaii beef producers,Old Plantation Road,Paauilo,HI,96776,M1063,11/02/2006
hawaii island meat cooperative,81-6580 Mamalahoa Hwy,Kealakekua,HI,96750,M48184,04/08/2016
hawaii meats,91-319 Olai Street,Kapolei,HI,96707,M6208,07/28/2017
hawaiian dave's island treats,5825 Triangle Dr.,Raleigh,NC,27617,M47801,09/20/2021
hawaiian dave's island treats,5825 Triangle Dr.,Raleigh,NC,27617,P47801,09/20/2021
hawaiian pastele,1013 N. King Street Ste A,Honolulu,HI,96817,M12442,12/12/2014
hawaiian pastele,1013 N. King Street Ste A,Honolulu,HI,96817,P12442,12/12/2014
hawkeye pride egg farm llp,1275 Deer Ave.,Corwith,IA,50430,G31556,05/12/2016
hazle park cold storage,260 Washington Avenue,West Hazleton,PA,18202,V20760A,07/03/2012
hazle park packing,260 Washington Avenue,West Hazleton,PA,18202,M8566,08/28/2006
hazle park packing,260 Washington Avenue,West Hazleton,PA,18202,P8566,08/28/2006
hebo family foods,60 Bath Street,Providence,RI,02908,M54267,01/17/2019
hebo family foods,60 Bath Street,Providence,RI,02908,P54267,01/17/2019
head distributing,9020 King Palm Drive,Tampa,FL,33619,V44924,06/08/2012
hearn kirkwood ,7591 Montevideo rd.,Jessup,MD,20794,M17264,05/30/2019
hearn kirkwood ,7591 Montevideo rd.,Jessup,MD,20794,P17264,05/30/2019
heart o' lakes meats,14 Industrial Park Dr.,Pelican Rapids,MN,56572,M47032,04/05/2021
heart o' lakes meats,14 Industrial Park Dr.,Pelican Rapids,MN,56572,V47032,04/05/2021
hearthside food solutions,13949 Alvarez Rd.,Jacksonville,FL,32218,M34744,06/20/2019
hearthside food solutions,13949 Alvarez Rd.,Jacksonville,FL,32218,P34744,06/20/2019
hearthside food solutions,5850 Amelila Earhart Dr,Salt Lake City,UT,84116,M4907,12/26/2018
hearthside food solutions,5850 Amelila Earhart Dr,Salt Lake City,UT,84116,P4907,12/26/2018
hearthside food solutions,2231 South 208th St.,Des Moines,WA,98198,M45835,12/26/2018
hearthside food solutions,2231 South 208th St.,Des Moines,WA,98198,P45835,12/26/2018
hearthside food solutions,21850 Grenada Avenue,Lakeville,MN,55044,M15899,11/25/2013
hearthside food solutions,21850 Grenada Avenue,Lakeville,MN,55044,P15899,11/25/2013
hearthside food solutions,21850 Grenada Avenue,Lakeville,MN,55044,V15899,11/25/2013
hearthside food solutions,5301 12th Avenue East,Shakopee,MN,55379,M19109,03/14/2019
hearthside food solutions,5301 12th Avenue East,Shakopee,MN,55379,P19109,03/14/2019
hearthside food solutions,5301 12th Avenue East,Shakopee,MN,55379,V19109,03/14/2019
hearthside food solutions,10350 Argonne Drive,Woodridge,IL,60517,M19917,11/23/2020
hearthside food solutions,10350 Argonne Drive,Woodridge,IL,60517,P19917,11/23/2020
hearthside food solutions,1220 Meacham Road,Itasca,IL,60143,M32166,06/08/2021
hearthside food solutions,1220 Meacham Road,Itasca,IL,60143,P32166,06/08/2021
hearthside food solutions,1220 Meacham Road,Itasca,IL,60143,V32166,06/08/2021
hearthside food solutions,720 Center Avenue,Carol Stream,IL,60188,M34138,12/26/2018
hearthside food solutions,720 Center Avenue,Carol Stream,IL,60188,P34138,12/26/2018
hearthside food solutions,720 Center Avenue,Carol Stream,IL,60188,V34138,12/26/2018
hearthside food solutions,1001 W. Crossroads Parkway,Romeoville,IL,60446,M45255,12/26/2011
hearthside food solutions,1001 W. Crossroads Parkway,Romeoville,IL,60446,P45255,12/26/2011
hearthside food solutions,3350 Progress Way,Wilmington,OH,45177,M45361,05/08/2020
hearthside food solutions,3350 Progress Way,Wilmington,OH,45177,P45361,05/08/2020
hearthside food solutions,37 McLane Drive,Fredericksburg,VA,22406,M8086,11/21/2019
hearthside food solutions,37 McLane Drive,Fredericksburg,VA,22406,P8086,11/21/2019
heartland catfish,55001 Highway 82 West,Itta Bena,MS,38941,M45777,01/21/2016
heartland meat,3461 Main Street,Chula Vista,CA,91911,M4135,02/04/2005
heartland meat,3461 Main Street,Chula Vista,CA,91911,P4135,02/04/2005
heather's choice production facility,5881 Artic Blvd,Anchorage,AK,99518,M45402,06/06/2018
heather's choice production facility,5881 Artic Blvd,Anchorage,AK,99518,P45402,06/06/2018
heatherfield foods,1150 W Brooks St.,Ontario,CA,91762,M4846,04/20/2001
heatherfield foods,1150 W Brooks St.,Ontario,CA,91762,P4846,04/20/2001
heggies pizza,1115 6th Avenue NE,Milaca,MN,56353,M15816,04/19/2016
heggies pizza,1115 6th Avenue NE,Milaca,MN,56353,P15816,04/19/2016
hehnke's,206 North Oak Street,Paxton,NE,69155,M21056,04/22/2015
heinkel's packing,2005 N. 22nd St.,Decatur,IL,62526,M21529,07/31/2001
heinkel's packing,2005 N. 22nd St.,Decatur,IL,62526,P21529,07/31/2001
heinsen products,320 Casanova Street,Bronx,NY,10474,M4334,12/12/2019
hellmann worldwide logistics,10450 Doral Blvd,Miami,FL,33178,M39963,08/17/2009
hellmann worldwide logistics,10450 Doral Blvd,Miami,FL,33178,P39963,08/17/2009
hellmann worldwide logistics,10450 Doral Blvd,Miami,FL,33178,V39963,08/17/2009
hemphill souse & sausage,295 Industrial,Jackson,MS,39209,M15503,12/05/2006
hemphill souse & sausage,295 Industrial,Jackson,MS,39209,P15503,12/05/2006
hempler foods group,5470 Nielsen Avenue,Ferndale,WA,98248,M6410,09/15/2016
hempler foods group,5470 Nielsen Avenue,Ferndale,WA,98248,P6410,09/15/2016
hemps,3740 Jefferson Pike,Jefferson,MD,21755,M10799,03/04/1991
hempstead foodservice,52 Chasner Street,Hempstead,NY,11550,M47142,06/17/2021
hempstead foodservice,52 Chasner Street,Hempstead,NY,11550,P47142,06/17/2021
henningsen cold storage,229 Maple Street,Scranton,PA,18505,V31829,01/09/2011
henningsen foods,402 North Third Street,Norfolk,NE,68701,M1554,03/29/2019
henningsen foods,402 North Third Street,Norfolk,NE,68701,P94,03/29/2019
henningsen foods,402 North Third Street,Norfolk,NE,68701,G94,03/29/2019
henningsen foods,200 East Railway,Ravenna,NE,68869,M5808,03/29/2019
henningsen foods,200 East Railway,Ravenna,NE,68869,P5808,03/29/2019
henningsen foods,200 East Railway,Ravenna,NE,68869,G1566,03/29/2019
henningsen foods,10025 I Street,Omaha,NE,68127,V3285,05/27/2016
henningsen foods,325 Third Street,David City,NE,68632,G398,03/29/2019
henningsen foods,325 Third Street,David City,NE,68632,V398,03/29/2019
henry grasso,716 Larimer Avenue,Pittsburgh,PA,15206,M9617,01/31/2012
henry grasso,716 Larimer Avenue,Pittsburgh,PA,15206,P9617,01/31/2012
henry j's meat specialties,4460 West Armitage,Chicago,IL,60639,M1766,07/11/1988
henry j's meat specialties,4460 West Armitage,Chicago,IL,60639,P1766,07/11/1988
henry kaminski,3727 S. Halsted Street,Chicago,IL,60609,M1484,03/19/1980
henry kaminski,3762 S. halsted Street,Chicago,IL,60609,M2141,05/10/2004
henry kohn t,P.O. Box 1004,Monroeville,NJ,08343,M8850,02/21/2007
hepler meats,5696 Rt. 38,Emlenton,PA,16373,M46739,05/05/2020
herbruck's poultry ranch,478 Portland Road,Lake Odessa,MI,48849,G1704B,01/20/1995
herfurth brothers,1220 Interchange Road,Gilbert,PA,18331,M9465,03/16/2018
herfurth brothers,1220 Interchange Road,Gilbert,PA,18331,P9862,03/16/2018
heritage meats,18241 Pendleton Street SW,Rochester,WA,98579,M38556,03/20/2011
heritage meats,18241 Pendleton Street SW,Rochester,WA,98579,P38556,03/20/2011
heritage meats,18241 Pendleton Street SW,Rochester,WA,98579,V38556,03/20/2011
heritage specialty foods,10527 N.E. Sandy Blvd.,Portland,OR,97220,M38550,06/29/2011
heritage specialty foods,10527 N.E. Sandy Blvd.,Portland,OR,97220,P38550,06/29/2011
herman falter packing,384 Greenlawn Ave,Columbus,OH,43223,M21054,09/21/2010
herman falter packing,384 Greenlawn Ave,Columbus,OH,43223,P21054,09/21/2010
hermanos dajer,867 Stuyvesant Avenue,Irvington,NJ,07111,M17104,10/01/2001
hermanos dajer,867 Stuyvesant Avenue,Irvington,NJ,07111,P17104,10/01/2001
hermanos santiago cash & carry,Urb. Industrial Reparada,Ponce,PR,00732,M18673,04/18/1995
hermanos santiago cash & carry,Urb. Industrial Reparada,Ponce,PR,00732,P18673,04/18/1995
herring brothers meats,350 Water Street,Guilford,ME,04443,M9760,07/09/2020
herring brothers meats,350 Water Street,Guilford,ME,04443,P9760,07/09/2020
herring brothers meats,350 Water Street,Guilford,ME,04443,V9760,07/09/2020
herring brothers meats,346 Water Street,Guilford,ME,04443,M9760A,07/09/2020
herring brothers meats,346 Water Street,Guilford,ME,04443,P9760A,07/09/2020
hertaberkschwein farms,13512 Sendcastle Drive,Groveland,FL,34736,M38532,06/04/2020
hertzog meat,322 NW St RT F,Butler,MO,64730,M47409,10/05/2021
hertzog meat,322 NW St RT F,Butler,MO,64730,V47409,10/05/2021
hess meat market,605 N. Mesquite,Muenster,TX,76252,M47095,02/21/2020
hess meat market,605 N. Mesquite,Muenster,TX,76252,P47095,02/21/2020
hewitt's meat processing,210 Downwind Drive,Marshfield,WI,54449,M46235,02/10/2021
hewitt's meat processing,210 Downwind Drive,Marshfield,WI,54449,P46235,02/10/2021
hewitt's meat processing,210 Downwind Drive,Marshfield,WI,54449,V46235,02/10/2021
heywood's provision,"2145 Roswell Rd., Suite 140",Marietta,GA,30062,M44805,10/12/2012
heywood's provision,"2145 Roswell Rd., Suite 140",Marietta,GA,30062,P44805,10/12/2012
hi country snack foods,#1 Lincoln Gulch Rd,Lincoln,MT,59639,M1248,01/28/2019
hi country snack foods,#1 Lincoln Gulch Rd,Lincoln,MT,59639,P1248,01/28/2019
hi country snack foods,#1 Lincoln Gulch Rd,Lincoln,MT,59639,V1248,01/28/2019
hiawatha pasties,11640 W. US - 2,Naubinway,MI,49762,M15802,09/25/2019
hiawatha pasties,11640 W. US - 2,Naubinway,MI,49762,P15802,09/25/2019
hickman's egg ranch,32425 West Salome Hwy,Arlington,AZ,85332,G31540,03/20/2017
hickman's egg ranch,32425 West Salome Hwy,Arlington,AZ,85332,V31540,03/20/2017
hickory baked ham,3221 N. Commerce Ct.,Castle Rock,CO,80104,M101,04/05/1994
hickory baked ham,3221 N. Commerce Ct.,Castle Rock,CO,80104,P18992,04/05/1994
hickory baked ham,3221 N. Commerce Ct.,Castle Rock,CO,80104,P1539,04/05/1994
hickory hills smoked products,1714 Steele Hill Rd.,Van Wyck,SC,29744,M45929,03/19/2020
hickory hollow jerky,2352 Dilmore Road,Cottondale,FL,32431,M11195,01/28/1998
hickory hollow jerky,2352 Dilmore Road,Cottondale,FL,32431,P11195,01/28/1998
hickory hollow jerky,712 South Randolph Avenue,Eufaula,AL,36072,M34550,10/27/2008
hickory smoked foods,1301 N. Ellington Parkway,Lewisburg,TN,37091,M6689,12/09/2004
hickory smoked foods,1301 N. Ellington Parkway,Lewisburg,TN,37091,P6689,12/09/2004
hidalgo logistics,1100 E. Produce Road,Hidalgo,TX,78557,V34191,09/09/2010
higa meat & pork market,225-2 N. Nimitz Hwy.,Honolulu,HI,96817,M12457,03/04/2016
higa meat & pork market,225-2 N. Nimitz Hwy.,Honolulu,HI,96817,P12457,03/04/2016
high country meats,340 Colfax Ave,Raton,NM,87740,M47126,02/11/2021
high country meats,340 Colfax Ave,Raton,NM,87740,V47126,02/11/2021
high liner foods usa,1 Highliner Avenue,Portsmouth,NH,03801,M46751,08/12/2019
high pasture farm,2602 Parnell Road,Zolfo Springs,FL,33890,M47636,11/15/2021
high plains processing,27 Sale Barn Road,Las Vegas,NM,87701,M47413,09/09/2021
highland packing,814 Green Park Ave.,Colona,IL,61241,M17719,03/08/1990
highland packing,814 Green Park Ave.,Colona,IL,61241,P17719,03/08/1990
higley hill processing,15 Higley Hill Road,Wilmington,VT,05363,M47355,07/16/2020
higley hill processing,15 Higley Hill Road,Wilmington,VT,05363,P47355,07/16/2020
higley hill processing,15 Higley Hill Road,Wilmington,VT,05363,G47355,07/16/2020
hill country foodworks,215 E. MLK Jr. Industrial Blvd,Lockhart,TX,78644,M45734,03/09/2018
foothill meat,P.O. Box 1066,Pendleton,OR,97801,M9201,09/13/2001
foothill meat,P.O. Box 1066,Pendleton,OR,97801,P9201,09/13/2001
hillcrest meats,1004 Hillcrest Dr.,Garden City,SD,57236,M45836,04/17/2020
hillcrest meats,1004 Hillcrest Dr.,Garden City,SD,57236,P45836,04/17/2020
hillsdale county meats,11560 E. Territorial Rd.,Waldron,MI,49288,M10026,02/02/2016
hillside turkey farm,30 Elm Street,Thurmont,MD,21788,M10828,04/24/2010
hillside turkey farm,30 Elm Street,Thurmont,MD,21788,P10828,04/24/2010
hilltown country smokehouse,786 US Route 20,New Lebanon,NY,12125,M45220,03/06/2017
hilltown country smokehouse,786 US Route 20,New Lebanon,NY,12125,P45220,03/06/2017
hilltown pork,12948 State Route 22,Canaan,NY,12029,M4018,10/28/2014
hinck turkey farm,3930 Belmar Boulevard,Neptune,NJ,07753,M2173,07/03/2019
hinck turkey farm,3930 Belmar Boulevard,Neptune,NJ,07753,P2173,07/03/2019
hitman smoked products,310 Elm Street,Clifton,TN,38425,M46978,08/25/2020
ho ka turkey farm,8519 Leland Rd.,Waterman,IL,60556,P547,06/20/2006
hobson food service,6167 Cockrill Bend Circle,Nashville,TN,37209,M2629,07/28/2021
hobson food service,6167 Cockrill Bend Circle,Nashville,TN,37209,P2629,07/28/2021
hobson food service,6167 Cockrill Bend Circle,Nashville,TN,37209,V2629,07/28/2021
hodges,9111 E. Pine St,Tulsa,OK,74115,M47426,11/02/2020
hodges,9111 E. Pine St,Tulsa,OK,74115,P47426,11/02/2020
hoffer's ligonier valley packing,582 Darlington Road,Ligonier,PA,15658,M4025,03/21/2019
hofmann sausage,6196 Eastern Avenue,Syracuse,NY,13211,M7899,03/20/2018
hofmann sausage,6196 Eastern Avenue,Syracuse,NY,13211,P7899,03/20/2018
hogs galore flp,330 Enterprise Drive,Philipsburg,PA,16866,M34196,04/25/2007
holiday meats of new jersey,42 Birch Avenue,Little Silver,NJ,07739,M20034,09/17/2013
holiday meats of new jersey,42 Birch Avenue,Little Silver,NJ,07739,P20034,09/17/2013
holiday meats of new jersey,42 Birch Avenue,Little Silver,NJ,07739,V20034,09/17/2013
holifield farms,72 Holifield Road,Covington,GA,30016,M22097,07/18/2002
holifield farms,72 Holifield Road,Covington,GA,30016,P22097,07/18/2002
holland brothers meats,16627 Dunnings Highway,Duncansville,PA,16635,M9701,11/09/2015
holly poultry,2121 Wicomico Street,Baltimore,MD,21230,M1305,12/04/2018
holly poultry,2121 Wicomico Street,Baltimore,MD,21230,P1305,12/04/2018
holly poultry,2121 Wicomico Street,Baltimore,MD,21230,V1305,12/04/2018
holmes foods,101 South Liberty Avenue,Nixon,TX,78140,P1294,08/19/2013
holmes foods,101 South Liberty Avenue,Nixon,TX,78140,V1294,08/19/2013
holy pierogies,162 Garrigus Court,Wolcott,CT,06716,M44778,05/03/2013
holy pierogies,162 Garrigus Court,Wolcott,CT,06716,P44778,05/03/2013
home food services of pa,2092 Farragut Avenue,Bristol,PA,19007,M5221,04/13/2017
home food services of pa,2092 Farragut Avenue,Bristol,PA,19007,P5221,04/13/2017
home food services of pa,12 Headly Place,Fallsington,PA,19054,M5221A,10/20/2020
home food services of pa,12 Headly Place,Fallsington,PA,19054,P5221A,10/20/2020
home market foods,140 Morgan Drive,Norwood,MA,02062,M2727,11/14/2019
home market foods,140 Morgan Drive,Norwood,MA,02062,P2727,11/14/2019
home place pastures,1789 Home Place Rd,Como,MS,38619,M45945,09/01/2016
home place pastures,1789 Home Place Rd,Como,MS,38619,P45945,09/01/2016
home run inn frozen foods,1300 Internationale Parkway,Woodridge,IL,60517,M18498A,10/29/2020
home run inn frozen foods,1300 Internationale Parkway,Woodridge,IL,60517,P18498A,10/29/2020
home run inn,3054 S. Kildare Ave.,Chicago,IL,60623,M18498,07/15/2021
home run inn,3054 S. Kildare Ave.,Chicago,IL,60623,P18498,07/15/2021
homeland baking,9459 Alawhe Drive,Claremore,OK,74019,M20023,09/04/2018
homeland baking,9459 Alawhe Drive,Claremore,OK,74019,P20023,09/04/2018
homestead egg,717 Willow Avenue,Knoxville,TN,37915,M9120,02/09/2017
homestead egg,717 Willow Avenue,Knoxville,TN,37915,P9120,02/09/2017
homestead farm and packing,265 Pat Eubanks Rd,Lucedale,MS,39452,M46011,04/01/2020
homestead farm and packing,265 Pat Eubanks Rd,Lucedale,MS,39452,V46011,04/01/2020
hometown butcher,275 Jack Smith Road,Columbia,KY,42728,M9112,02/25/2020
hometown butcher,275 Jack Smith Road,Columbia,KY,42728,P9112,02/25/2020
hometown sausage kitchen,W1184 County L,East Troy,WI,53120,M18370,07/26/2011
hometown sausage kitchen,W1184 County L,East Troy,WI,53120,P18370,07/26/2011
hong chang,13109 Painter Avenue,Santa Fe Springs,CA,90670,M44070,06/09/2015
hong ha,5733 Tuxedo Road,Hyattsville,MD,20781,M4261,10/20/1982
honolulu baking,523 Ahui St.,Honolulu,HI,96813,M39986,06/23/2010
honolulu baking,523 Ahui St.,Honolulu,HI,96813,P39986,06/23/2010
hoople country kitchens,714 N. 5th St.,Rockport,IN,47635,M1464,02/05/1997
hoople country kitchens,714 N. 5th St.,Rockport,IN,47635,P5698,02/05/1997
hopkins poultry,7740 Doggett Road,Browns Summit,NC,27214,M6585,10/20/2020
hopkins poultry,7740 Doggett Road,Browns Summit,NC,27214,P6585,10/20/2020
hormel foods,500 14th Avenue NE,Austin,MN,55912,M199,04/16/2021
hormel foods,500 14th Avenue NE,Austin,MN,55912,P223,04/16/2021
hormel foods,500 14th Avenue NE,Austin,MN,55912,V199,04/16/2021
hormel foods,209 North Godfrey Ln,Knoxville,IA,50138,M199V,09/29/2017
hormel foods,209 North Godfrey Ln,Knoxville,IA,50138,P199V,09/29/2017
hormel foods,209 North Godfrey Ln,Knoxville,IA,50138,V199V,09/29/2017
hormel foods,1118 Highway 18 East,Algona,IA,50511,M199R,04/16/2021
hormel foods,1118 Highway 18 East,Algona,IA,50511,P199R,04/16/2021
hormel foods,3000 Kennedy Drive,Beloit,WI,53511,M199W,10/17/2018
hormel foods,3000 Kennedy Drive,Beloit,WI,53511,P6858,10/17/2018
hormel foods,2849 Rohr Rd,Groveport,OH,43125,V47178,11/10/2021
hormel foods,3367 Montreal Industrial Way,Tucker,GA,30085,M199G,04/14/2021
hormel foods,3367 Montreal Industrial Way,Tucker,GA,30085,P6620,04/14/2021
hormel foods operations,10808 S 132nd Street,Papillion,NE,68138,M47240,05/05/2020
hormel foods operations,10808 S 132nd Street,Papillion,NE,68138,P47240,05/05/2020
hormel health labs,181 Kelly Road,Quakertown,PA,18951,M17852,07/21/2016
hormel health labs,181 Kelly Road,Quakertown,PA,18951,P17852,07/21/2016
horst meats,17807 Reiff Rd.,Hagerstown,MD,21740,M7882,02/24/2020
horst meats,17807 Reiff Rd.,Hagerstown,MD,21740,P7882,02/24/2020
horton's quality meats,620 Chester Thomas Road,Springfield,GA,31329,M46068,11/03/2021
horton's quality meats,620 Chester Thomas Road,Springfield,GA,31329,P46068,11/03/2021
hoskie,132 Harrison Place,Brooklyn,NY,11237,M19079,04/17/2003
hoskie,132 Harrison Place,Brooklyn,NY,11237,P19079,04/17/2003
hospitality services unlimited,10913 NW 30th Street,Miami,FL,33172,V39918,07/07/2009
hot tamale heaven,718 Main Street,Greenville,MS,38701,M33823,11/02/2005
hot tamale heaven,718 Main Street,Greenville,MS,38701,P33823,11/02/2005
hotpie,7469 Commercial Circle,Fort Pierce,FL,34951,M18485,08/20/2013
hotpie,7469 Commercial Circle,Fort Pierce,FL,34951,P18485,08/20/2013
house of raeford farms of la,3333 Highway 117 South,Rose Hill,NC,28458,P510,06/25/2012
house of raeford farms of la,1344 Battery Park Road,Nesmith,SC,29580,M9136,05/24/2002
house of raeford farms of la,1344 Battery Park Road,Nesmith,SC,29580,P9136,05/24/2002
house of sausage,424 North Sixth Street,Kansas City,KS,66101,M8689,03/24/2010
house of sausage,424 North Sixth Street,Kansas City,KS,66101,P8689,03/24/2010
house of smoke,825 Denver Avenue,Fort Lupton,CO,80621,M6273,05/24/1995
house of smoke,825 Denver Avenue,Fort Lupton,CO,80621,P6273,05/24/1995
house of smoke,825 Denver Avenue,Fort Lupton,CO,80621,V6273,05/24/1995
house of halal meat,5110 US Highway 41 S.,Jasper,FL,32052,P34360A,08/19/2020
house of halal meat,5110 US Highway 41 South,Jasper,FL,32052,M34360,10/05/2010
house of halal meat,5110 US Highway 41 South,Jasper,FL,32052,P34360,10/05/2010
house of hickory,1107 Dickerson Pike,Nashville,TN,37207,M7434,10/27/2010
house of hickory,1107 Dickerson Pike,Nashville,TN,37207,P7434,10/27/2010
house of raeford farms,410 Sunset Boulevard,West Columbia,SC,29169,P687,10/18/2013
house of raeford farms,253 Butterball Road,Teachey,NC,28464,M737,12/03/2018
house of raeford farms,253 Butterball Road,Teachey,NC,28464,P737,12/03/2018
house of raeford farms of la,1354 Rutherford Rd.,Greenville,SC,29609,P1309,04/01/2015
house of raeford farms of la,"3867 2nd St., Hwy 80 West",Arcadia,LA,71001,P19865,08/08/2017
house of raeford farms of la,"3867 2nd St., Hwy 80 West",Arcadia,LA,71001,V19865,08/08/2017
houston food bank,535 Portwall St,Houston,TX,77020,M47512,02/16/2021
houston food bank,535 Portwall St,Houston,TX,77020,P47512,02/16/2021
houston sausage,11360 Bellaire Blvd  STE 710,Houston,TX,77072,M47868,01/10/2022
houston sausage,11360 Bellaire Blvd  STE 710,Houston,TX,77072,P47868,01/10/2022
howard & son meatpacking,8392 Sharon-Mercer Road,Mercer,PA,16137,M17681,03/27/2012
hoyo sbc,9600 Aldrich Ave S.,Bloomington,MN,55420,M47424,04/16/2021
hoyo sbc,9600 Aldrich Ave S.,Bloomington,MN,55420,P47424,04/16/2021
huang's meat trading,4114 3rd Avenue,Brooklyn,NY,11232,M44930,06/24/2015
huang's meat trading,4114 3rd Avenue,Brooklyn,NY,11232,P44930,06/24/2015
hubbard's country meats,1748 Newton Road,Thomasville,GA,31757,M45679,09/11/2019
hudson meats,2320 South 7th St.,Columbus,OH,43207,M2598,03/26/2002
hudson meats,2320 South 7th St.,Columbus,OH,43207,P2598,03/26/2002
hudson meats,1800 S. Congress Ave,Austin,TX,78704,M13453,11/26/2018
hudson meats,1800 S. Congress Ave,Austin,TX,78704,P13453,11/26/2018
hudson meats,1800 S. Congress Ave,Austin,TX,78704,V13453,11/26/2018
hudson meats and sausage,617 4th St.,Hudson,SD,57034,M18632,04/27/2016
hudson meats and sausage,617 4th St.,Hudson,SD,57034,P18632,04/27/2016
hudson meats and sausage,617 4th St.,Hudson,SD,57034,V18632,04/27/2016
hudson valley craft sausage,72 Grace Church Street,Port Chester,NY,10573,M982,11/10/2015
hudson valley sausage ,16 Commercial Avenue,Highland,NY,12528,M45423,03/22/2018
hudson valley sausage ,16 Commercial Avenue,Highland,NY,12528,P45423,03/22/2018
huettl's locker & dressing plant,1903 North Lakeshore Drive,Lake City,MN,55041,M7785,04/22/2019
